brand;code;series;model;kind;size;description
istanbul mehmet;SS-R20;modern;session;Ride;20;
istanbul mehmet;SS-R21;modern;session;Ride;21;
istanbul mehmet;SS-R22;modern;session;Ride;22;
istanbul mehmet;SS-CH16;modern;session;China;16;
istanbul mehmet;SS-CH18;modern;session;China;18;
istanbul mehmet;RM-SP8;modern;murathan;splash;8;
istanbul mehmet;RM-SP9;modern;murathan;splash;9;
istanbul mehmet;RM-SP10;modern;murathan;splash;10;
istanbul mehmet;RM-SP12;modern;murathan;splash;12;
istanbul mehmet;RM-BL8;modern;murathan;bell;8;
istanbul mehmet;RM-BL9;modern;murathan;bell;9;
istanbul mehmet;RM-BL10;modern;murathan;bell;10;
istanbul mehmet;RM-BL12;modern;murathan;bell;12;
istanbul mehmet;RM-RP12;modern;murathan;hi hat;12;Rock Hats
istanbul mehmet;RM-RP13;modern;murathan;hi hat;13;Rock Hats
istanbul mehmet;RM-RP14;modern;murathan;hi hat;14;Rock Hats
istanbul mehmet;RM-CRR16;modern;murathan;crash;16;Rock
istanbul mehmet;RM-CRR17;modern;murathan;crash;17;Rock
istanbul mehmet;RM-CRR18;modern;murathan;crash;18;Rock
istanbul mehmet;RM-CRR19;modern;murathan;crash;19;Rock
istanbul mehmet;RM-CRR20;modern;murathan;crash;20;Rock
istanbul mehmet;RM-CRH16;modern;murathan;crash;16;Heavy
istanbul mehmet;RM-CRH17;modern;murathan;crash;17;Heavy
istanbul mehmet;RM-CRH18;modern;murathan;crash;18;Heavy
istanbul mehmet;RM-CRH19;modern;murathan;crash;19;Heavy
istanbul mehmet;RM-CRH20;modern;murathan;crash;20;Heavy
istanbul mehmet;RM-RR20;modern;murathan;Ride;20;Rock
istanbul mehmet;RM-RR21;modern;murathan;Ride;21;Rock
istanbul mehmet;RM-RR22;modern;murathan;Ride;22;Rock
istanbul mehmet;RM-CH16;modern;murathan;China;16;
istanbul mehmet;RM-CH17;modern;murathan;China;17;
istanbul mehmet;RM-CH18;modern;murathan;China;18;
istanbul mehmet;RM-CH19;modern;murathan;China;19;
istanbul mehmet;RM-CH20;modern;murathan;China;20;
istanbul mehmet;FR-HHM12;modern;funky;hi hat;12;Medium
istanbul mehmet;FR-HHM13;modern;funky;hi hat;13;Medium
istanbul mehmet;FR-HHM14;modern;funky;hi hat;14;Medium
istanbul mehmet;FR-HHM15;modern;funky;hi hat;15;Medium
istanbul mehmet;FR-HHH12;modern;funky;hi hat;12;Heavy
istanbul mehmet;FR-HHH13;modern;funky;hi hat;13;Heavy
istanbul mehmet;FR-HHH14;modern;funky;hi hat;14;Heavy
istanbul mehmet;FR-HHH15;modern;funky;hi hat;15;Heavy
istanbul mehmet;FR-C15;modern;funky;crash;15;
istanbul mehmet;FR-C16;modern;funky;crash;16;
istanbul mehmet;FR-C17;modern;funky;crash;17;
istanbul mehmet;FR-C18;modern;funky;crash;18;
istanbul mehmet;FR-RM20;modern;funky;Ride;20;Medium
istanbul mehmet;FR-RM21;modern;funky;Ride;21;Medium
istanbul mehmet;FR-RM22;modern;funky;Ride;22;Medium
istanbul mehmet;FR-RH20;modern;funky;Ride;20;Heavy
istanbul mehmet;FR-RH21;modern;funky;Ride;21;Heavy
istanbul mehmet;FR-RH22;modern;funky;Ride;22;Heavy
istanbul mehmet;OR-HH13;modern;origin;hi hat;13;
istanbul mehmet;OR-HH14;modern;origin;hi hat;14;
istanbul mehmet;OR-HH15;modern;origin;hi hat;15;
istanbul mehmet;OR-C16;modern;origin;crash;16;
istanbul mehmet;OR-C17;modern;origin;crash;17;
istanbul mehmet;OR-C18;modern;origin;crash;18;
istanbul mehmet;OR-C19;modern;origin;crash;19;
istanbul mehmet;OR-C20;modern;origin;crash;20;
istanbul mehmet;OR-R20;modern;origin;Ride;20;
istanbul mehmet;OR-R21;modern;origin;Ride;21;
istanbul mehmet;OR-R22;modern;origin;Ride;22;
istanbul mehmet;OR-R24;modern;origin;Ride;24;
istanbul mehmet;SA-SP8;modern;samatya;splash;8;
istanbul mehmet;SA-SP10;modern;samatya;splash;10;
istanbul mehmet;SA-SP12;modern;samatya;splash;12;
istanbul mehmet;SA-HH13;modern;samatya;hi hat;13;
istanbul mehmet;SA-HH14;modern;samatya;hi hat;14;
istanbul mehmet;SA-HH15;modern;samatya;hi hat;15;
istanbul mehmet;SA-C14;modern;samatya;crash;14;
istanbul mehmet;SA-C15;modern;samatya;crash;15;
istanbul mehmet;SA-C16;modern;samatya;crash;16;
istanbul mehmet;SA-C17;modern;samatya;crash;17;
istanbul mehmet;SA-C18;modern;samatya;crash;18;
istanbul mehmet;SA-R20;modern;samatya;Ride;20;
istanbul mehmet;SA-R21;modern;samatya;Ride;21;
istanbul mehmet;SA-R22;modern;samatya;Ride;22;
istanbul mehmet;SA-CH10;modern;samatya;China;10;
istanbul mehmet;SA-CH12;modern;samatya;China;12;
istanbul mehmet;SA-CH14;modern;samatya;China;14;
istanbul mehmet;SA-CH15;modern;samatya;China;15;
istanbul mehmet;SA-CH16;modern;samatya;China;16;
istanbul mehmet;SA-CH17;modern;samatya;China;17;
istanbul mehmet;SA-CH18;modern;samatya;China;18;
istanbul mehmet;SA-CH20;modern;samatya;China;20;
istanbul mehmet;SA-CH21;modern;samatya;China;21;
istanbul mehmet;SA-CH22;modern;samatya;China;22;
istanbul mehmet;SA-SET1;modern;samatya;Set;;14' hats - 16' crash - 20'ride
istanbul mehmet;SA-SET2;modern;samatya;Set;;10' splash- 14' crash - 16' china
istanbul mehmet;SA-SET3;modern;samatya;Set;; 12' splash- 18' crash- 18' china
istanbul mehmet;SPT6;custom;turk;splash;6;
istanbul mehmet;SPT8;custom;turk;splash;8;
istanbul mehmet;SPT10;custom;turk;splash;10;
istanbul mehmet;SPT12;custom;turk;splash;12;
istanbul mehmet;BLT8;custom;turk;bell;8;
istanbul mehmet;BLT9;custom;turk;bell;9;
istanbul mehmet;BLT10;custom;turk;bell;10;
istanbul mehmet;BLT12;custom;turk;bell;12;
istanbul mehmet;HHMT12;custom;turk;hi hat;12;Medium
istanbul mehmet;HHMT13;custom;turk;hi hat;13;Medium
istanbul mehmet;HHMT14;custom;turk;hi hat;14;Medium
istanbul mehmet;HHMT15;custom;turk;hi hat;15;Medium
istanbul mehmet;HHTH12;custom;turk;hi hat;12;Flat Hole Bottom
istanbul mehmet;HHTH13;custom;turk;hi hat;13;Flat Hole Bottom
istanbul mehmet;HHTH14;custom;turk;hi hat;14;Flat Hole Bottom
istanbul mehmet;HHTH15;custom;turk;hi hat;15;Flat Hole Bottom
istanbul mehmet;CT14;custom;turk;crash;14;
istanbul mehmet;CT15;custom;turk;crash;15;
istanbul mehmet;CT16;custom;turk;crash;16;
istanbul mehmet;CT17;custom;turk;crash;17;
istanbul mehmet;CT18;custom;turk;crash;18;
istanbul mehmet;RTM18;custom;turk;Ride;18;Medium
istanbul mehmet;RTM19;custom;turk;Ride;19;Medium
istanbul mehmet;RTM20;custom;turk;Ride;20;Medium
istanbul mehmet;RTM21;custom;turk;Ride;21;Medium
istanbul mehmet;RTM22;custom;turk;Ride;22;Medium
istanbul mehmet;RTM24;custom;turk;Ride;24;Medium
istanbul mehmet;JRT18;custom;turk;Ride;18;Jazz
istanbul mehmet;JRT19;custom;turk;Ride;19;Jazz
istanbul mehmet;JRT20;custom;turk;Ride;20;Jazz
istanbul mehmet;JRT21;custom;turk;Ride;21;Jazz
istanbul mehmet;JRT22;custom;turk;Ride;22;Jazz
istanbul mehmet;JRT24;custom;turk;Ride;24;Jazz
istanbul mehmet;RTF18;custom;turk;Ride;18;Flat
istanbul mehmet;RTF19;custom;turk;Ride;19;Flat
istanbul mehmet;RTF20;custom;turk;Ride;20;Flat
istanbul mehmet;RTF21;custom;turk;Ride;21;Flat
istanbul mehmet;RTF22;custom;turk;Ride;22;Flat
istanbul mehmet;JRT-SZ18;custom;turk;Ride;18;Jazz Sizzle
istanbul mehmet;JRT-SZ19;custom;turk;Ride;19;Jazz Sizzle
istanbul mehmet;JRT-SZ20;custom;turk;Ride;20;Jazz Sizzle
istanbul mehmet;JRT-SZ21;custom;turk;Ride;21;Jazz Sizzle
istanbul mehmet;JRT-SZ22;custom;turk;Ride;22;Jazz Sizzle
istanbul mehmet;JRT-SZ24;custom;turk;Ride;24;Jazz Sizzle
istanbul mehmet;RTF-SZ18;custom;turk;Ride;18;Flat Sizzle
istanbul mehmet;RTF-SZ19;custom;turk;Ride;19;Flat Sizzle
istanbul mehmet;RTF-SZ20;custom;turk;Ride;20;Flat Sizzle
istanbul mehmet;RTF-SZ21;custom;turk;Ride;21;Flat Sizzle
istanbul mehmet;RTF-SZ22;custom;turk;Ride;22;Flat Sizzle
istanbul mehmet;CHT16;custom;turk;China;16;
istanbul mehmet;CHT17;custom;turk;China;17;
istanbul mehmet;CHT18;custom;turk;China;18;
istanbul mehmet;CHT19;custom;turk;China;19;
istanbul mehmet;CHT20;custom;turk;China;20;
istanbul mehmet;CHT22;custom;turk;China;22;
istanbul mehmet;SWT20;custom;turk;swish;20;
istanbul mehmet;SWT22;custom;turk;swish;22;
istanbul mehmet;SPS6;custom;sultan;splash;6;
istanbul mehmet;SPS8;custom;sultan;splash;8;
istanbul mehmet;SPS10;custom;sultan;splash;10;
istanbul mehmet;SPS12;custom;sultan;splash;12;
istanbul mehmet;HHS12;custom;sultan;hi hat;12;
istanbul mehmet;HHS13;custom;sultan;hi hat;13;
istanbul mehmet;HHS14;custom;sultan;hi hat;14;
istanbul mehmet;CTS14;custom;sultan;crash;14;Thin
istanbul mehmet;CTS15;custom;sultan;crash;15;Thin
istanbul mehmet;CTS16;custom;sultan;crash;16;Thin
istanbul mehmet;CTS17;custom;sultan;crash;17;Thin
istanbul mehmet;CTS18;custom;sultan;crash;18;Thin
istanbul mehmet;CMS14;custom;sultan;crash;14;Medium
istanbul mehmet;CMS15;custom;sultan;crash;15;Medium
istanbul mehmet;CMS16;custom;sultan;crash;16;Medium
istanbul mehmet;CMS17;custom;sultan;crash;17;Medium
istanbul mehmet;CMS18;custom;sultan;crash;18;Medium
istanbul mehmet;RMS18;custom;sultan;Ride;18;Medium
istanbul mehmet;RMS19;custom;sultan;Ride;19;Medium
istanbul mehmet;RMS20;custom;sultan;Ride;20;Medium
istanbul mehmet;RMS21;custom;sultan;Ride;21;Medium
istanbul mehmet;RMS22;custom;sultan;Ride;22;Medium
istanbul mehmet;RSH18;custom;sultan;Ride;18;Heavy
istanbul mehmet;RSH19;custom;sultan;Ride;19;Heavy
istanbul mehmet;RSH20;custom;sultan;Ride;20;Heavy
istanbul mehmet;RSH21;custom;sultan;Ride;21;Heavy
istanbul mehmet;RSH22;custom;sultan;Ride;22;Heavy
istanbul mehmet;RJS18;custom;sultan;Ride;18;Jazz
istanbul mehmet;RJS19;custom;sultan;Ride;19;Jazz
istanbul mehmet;RJS20;custom;sultan;Ride;20;Jazz
istanbul mehmet;RJS21;custom;sultan;Ride;21;Jazz
istanbul mehmet;RJS22;custom;sultan;Ride;22;Jazz
istanbul mehmet;RJS-SZ18;custom;sultan;Ride;18;Jazz Sizzle
istanbul mehmet;RJS-SZ19;custom;sultan;Ride;19;Jazz Sizzle
istanbul mehmet;RJS-SZ20;custom;sultan;Ride;20;Jazz Sizzle
istanbul mehmet;RJS-SZ21;custom;sultan;Ride;21;Jazz Sizzle
istanbul mehmet;RJS-SZ22;custom;sultan;Ride;22;Jazz Sizzle
istanbul mehmet;SUL-SET;custom;sultan;Set;;14' hi-hat 16' crash 20' ride
istanbul mehmet;HHV13;custom;vezir;hi hat;13;
istanbul mehmet;HHV14;custom;vezir;hi hat;14;
istanbul mehmet;HHV15;custom;vezir;hi hat;15;
istanbul mehmet;RVM18;custom;vezir;Ride;18;Medium
istanbul mehmet;RVM19;custom;vezir;Ride;19;Medium
istanbul mehmet;RVM20;custom;vezir;Ride;20;Medium
istanbul mehmet;RVM21;custom;vezir;Ride;21;Medium
istanbul mehmet;RVM22;custom;vezir;Ride;22;Medium
istanbul mehmet;RVM24;custom;vezir;Ride;24;Medium
istanbul mehmet;RVJ18;custom;vezir;Ride;18;Jazz
istanbul mehmet;RVJ19;custom;vezir;Ride;19;Jazz
istanbul mehmet;RVJ20;custom;vezir;Ride;20;Jazz
istanbul mehmet;RVJ21;custom;vezir;Ride;21;Jazz
istanbul mehmet;RVJ22;custom;vezir;Ride;22;Jazz
istanbul mehmet;RVJ24;custom;vezir;Ride;24;Jazz
istanbul mehmet;RVF18;custom;vezir;Ride;18;Flat
istanbul mehmet;RVF19;custom;vezir;Ride;19;Flat
istanbul mehmet;RVF20;custom;vezir;Ride;20;Flat
istanbul mehmet;RVF21;custom;vezir;Ride;21;Flat
istanbul mehmet;RVF22;custom;vezir;Ride;22;Flat
istanbul mehmet;RVJ-SZ18;custom;vezir;Ride;18;Jazz Sizzle
istanbul mehmet;RVJ-SZ19;custom;vezir;Ride;19;Jazz Sizzle
istanbul mehmet;RVJ-SZ20;custom;vezir;Ride;20;Jazz Sizzle
istanbul mehmet;RVJ-SZ21;custom;vezir;Ride;21;Jazz Sizzle
istanbul mehmet;RVJ-SZ22;custom;vezir;Ride;22;Jazz Sizzle
istanbul mehmet;RVJ-SZ24;custom;vezir;Ride;24;Jazz Sizzle
istanbul mehmet;RVF-SZ18;custom;vezir;Ride;18;Flat Sizzle
istanbul mehmet;RVF-SZ19;custom;vezir;Ride;19;Flat Sizzle
istanbul mehmet;RVF-SZ20;custom;vezir;Ride;20;Flat Sizzle
istanbul mehmet;RVF-SZ21;custom;vezir;Ride;21;Flat Sizzle
istanbul mehmet;RVF-SZ22;custom;vezir;Ride;22;Flat Sizzle
istanbul mehmet;HE13;custom;empire;hi hat;13;
istanbul mehmet;HE14;custom;empire;hi hat;14;
istanbul mehmet;HE15;custom;empire;hi hat;15;
istanbul mehmet;RME18;custom;empire;Ride;18;Medium
istanbul mehmet;RME19;custom;empire;Ride;19;Medium
istanbul mehmet;RME20;custom;empire;Ride;20;Medium
istanbul mehmet;RME21;custom;empire;Ride;21;Medium
istanbul mehmet;RME22;custom;empire;Ride;22;Medium
istanbul mehmet;RME24;custom;empire;Ride;24;Medium
istanbul mehmet;RJE18;custom;empire;Ride;18;Jazz
istanbul mehmet;RJE19;custom;empire;Ride;19;Jazz
istanbul mehmet;RJE20;custom;empire;Ride;20;Jazz
istanbul mehmet;RJE21;custom;empire;Ride;21;Jazz
istanbul mehmet;RJE22;custom;empire;Ride;22;Jazz
istanbul mehmet;RJE24;custom;empire;Ride;24;Jazz
istanbul mehmet;RJE-SZ18;custom;empire;Ride;18;Jazz Sizzle
istanbul mehmet;RJE-SZ19;custom;empire;Ride;19;Jazz Sizzle
istanbul mehmet;RJE-SZ20;custom;empire;Ride;20;Jazz Sizzle
istanbul mehmet;RJE-SZ21;custom;empire;Ride;21;Jazz Sizzle
istanbul mehmet;RJE-SZ22;custom;empire;Ride;22;Jazz Sizzle
istanbul mehmet;RJE-SZ24;custom;empire;Ride;24;Jazz Sizzle
istanbul mehmet;OH-HH13;custom;onurhan;hi hat;13;
istanbul mehmet;OH-HH14;custom;onurhan;hi hat;14;
istanbul mehmet;OH-C15;custom;onurhan;crash;15;
istanbul mehmet;OH-C16;custom;onurhan;crash;16;
istanbul mehmet;OH-C17;custom;onurhan;crash;17;
istanbul mehmet;OH-C18;custom;onurhan;crash;18;
istanbul mehmet;OH-R20;custom;onurhan;Ride;20;
istanbul mehmet;OH-R21;custom;onurhan;Ride;21;
istanbul mehmet;OH-R22;custom;onurhan;Ride;22;
istanbul mehmet;EH-HH13;custom;emirhan;hi hat;13;
istanbul mehmet;EH-HH14;custom;emirhan;hi hat;14;
istanbul mehmet;EH-C15;custom;emirhan;crash;15;
istanbul mehmet;EH-C16;custom;emirhan;crash;16;
istanbul mehmet;EH-C17;custom;emirhan;crash;17;
istanbul mehmet;EH-C18;custom;emirhan;crash;18;
istanbul mehmet;EH-R20;custom;emirhan;Ride;20;
istanbul mehmet;EH-R21;custom;emirhan;Ride;21;
istanbul mehmet;EH-R22;custom;emirhan;Ride;22;
istanbul mehmet;XXJ-FSP10;xperience;x-jazz;splash;10;
istanbul mehmet;XXJ-FSP11;xperience;x-jazz;splash;11;
istanbul mehmet;XXJ-FSP12;xperience;x-jazz;splash;12;
istanbul mehmet;XXJ-FHHM13.5;xperience;x-jazz;hi hat;13.5;Medium
istanbul mehmet;XXJ-FHHM14;xperience;x-jazz;hi hat;14;Medium
istanbul mehmet;XXJ-FHHM15;xperience;x-jazz;hi hat;15;Medium
istanbul mehmet;XXJ-FHHH13.5;xperience;x-jazz;hi hat;13.5;Heavy
istanbul mehmet;XXJ-FHHH14;xperience;x-jazz;hi hat;14;Heavy
istanbul mehmet;XXJ-FHHH15;xperience;x-jazz;hi hat;15;Heavy
istanbul mehmet;XXJ-FCM14;xperience;x-jazz;crash;14;Medium
istanbul mehmet;XXJ-FCM15;xperience;x-jazz;crash;15;Medium
istanbul mehmet;XXJ-FCM16;xperience;x-jazz;crash;16;Medium
istanbul mehmet;XXJ-FCM17;xperience;x-jazz;crash;17;Medium
istanbul mehmet;XXJ-FCM18;xperience;x-jazz;crash;18;Medium
istanbul mehmet;XXJ-FRM20;xperience;x-jazz;Ride;20;Medium
istanbul mehmet;XXJ-FRM21;xperience;x-jazz;Ride;21;Medium
istanbul mehmet;XXJ-FRM22;xperience;x-jazz;Ride;22;Medium
istanbul mehmet;XXJ-FRM24;xperience;x-jazz;Ride;24;Medium
istanbul mehmet;XXJ-FRH20;xperience;x-jazz;Ride;20;Heavy
istanbul mehmet;XXJ-FRH21;xperience;x-jazz;Ride;21;Heavy
istanbul mehmet;XXJ-FRH22;xperience;x-jazz;Ride;22;Heavy
istanbul mehmet;XXJ-FRH24;xperience;x-jazz;Ride;24;Heavy
istanbul mehmet;XXJ-FCH17;xperience;x-jazz;China;17;
istanbul mehmet;XXJ-FCH18;xperience;x-jazz;China;18;
istanbul mehmet;XXJ-FCH19;xperience;x-jazz;China;19;
istanbul mehmet;XXJ-FCH20;xperience;x-jazz;China;20;
istanbul mehmet;XXC-SP8;xperience;x-CAST;splash;8;
istanbul mehmet;XXC-SP9;xperience;x-CAST;splash;9;
istanbul mehmet;XXC-SP10;xperience;x-CAST;splash;10;
istanbul mehmet;XXC-SP12;xperience;x-CAST;splash;12;
istanbul mehmet;XXC-HHM14;xperience;x-CAST;hi hat;14;Medium
istanbul mehmet;XXC-HHM15;xperience;x-CAST;hi hat;15;Medium
istanbul mehmet;XXC-HHH14;xperience;x-CAST;hi hat;14;Heavy
istanbul mehmet;XXC-HHH15;xperience;x-CAST;hi hat;15;Heavy
istanbul mehmet;XXC-CM15;xperience;x-CAST;crash;15;Medium
istanbul mehmet;XXC-CM16;xperience;x-CAST;crash;16;Medium
istanbul mehmet;XXC-CM17;xperience;x-CAST;crash;17;Medium
istanbul mehmet;XXC-CM18;xperience;x-CAST;crash;18;Medium
istanbul mehmet;XXC-CFT15;xperience;x-CAST;crash;15;Flake (Thin)
istanbul mehmet;XXC-CFT16;xperience;x-CAST;crash;16;Flake (Thin)
istanbul mehmet;XXC-CFT17;xperience;x-CAST;crash;17;Flake (Thin)
istanbul mehmet;XXC-CFT18;xperience;x-CAST;crash;18;Flake (Thin)
istanbul mehmet;XXC-RM20;xperience;x-CAST;Ride;20;Medium
istanbul mehmet;XXC-RM21;xperience;x-CAST;Ride;21;Medium
istanbul mehmet;XXC-RM22;xperience;x-CAST;Ride;22;Medium
istanbul mehmet;XXC-RFT20;xperience;x-CAST;Ride;20;Flake (Thin)
istanbul mehmet;XXC-RFT21;xperience;x-CAST;Ride;21;Flake (Thin)
istanbul mehmet;XXC-RFT22;xperience;x-CAST;Ride;22;Flake (Thin)
istanbul mehmet;XXC-CH16;xperience;x-CAST;China;16;
istanbul mehmet;XXC-CH17;xperience;x-CAST;China;17;
istanbul mehmet;XXC-CH18;xperience;x-CAST;China;18;
istanbul mehmet;XXC-CH19;xperience;x-CAST;China;19;
istanbul mehmet;XXC-CH20;xperience;x-CAST;China;20;
istanbul mehmet;XXC-CH21;xperience;x-CAST;China;21;
istanbul mehmet;XXC-CH22;xperience;x-CAST;China;22;
istanbul mehmet;XXM-SP11;xperience;x-metal;splash;11;
istanbul mehmet;XXM-SP12;xperience;x-metal;splash;12;
istanbul mehmet;XXM-SP13;xperience;x-metal;splash;13;
istanbul mehmet;XXM-HHH14;xperience;x-metal;hi hat;14;Heavy
istanbul mehmet;XXM-HHH15;xperience;x-metal;hi hat;15;Heavy
istanbul mehmet;XXM-CP16;xperience;x-metal;crash;16;Power Crash
istanbul mehmet;XXM-CP17;xperience;x-metal;crash;17;Power Crash
istanbul mehmet;XXM-CP18;xperience;x-metal;crash;18;Power Crash
istanbul mehmet;XXM-CP19;xperience;x-metal;crash;19;Power Crash
istanbul mehmet;XXM-CP20;xperience;x-metal;crash;20;Power Crash
istanbul mehmet;XXM-RP20;xperience;x-metal;Ride;20;Ping
istanbul mehmet;XXM-RP21;xperience;x-metal;Ride;21;Ping
istanbul mehmet;XXM-RP22;xperience;x-metal;Ride;22;Ping
istanbul mehmet;XXM-RP23;xperience;x-metal;Ride;23;Ping
istanbul mehmet;XXM-RPR20;xperience;x-metal;Ride;20;Power
istanbul mehmet;XXM-RPR21;xperience;x-metal;Ride;21;Power
istanbul mehmet;XXM-RPR22;xperience;x-metal;Ride;22;Power
istanbul mehmet;XXM-RPR23;xperience;x-metal;Ride;23;Power
istanbul mehmet;XXM-CH16;xperience;x-metal;China;16;
istanbul mehmet;XXM-CH17;xperience;x-metal;China;17;
istanbul mehmet;XXM-CH18;xperience;x-metal;China;18;
istanbul mehmet;XXM-CH19;xperience;x-metal;China;19;
istanbul mehmet;XXM-CH20;xperience;x-metal;China;20;
istanbul mehmet;XXFX-BL8;xperience;x-FX;bell;8;bell splash
istanbul mehmet;XXFX-BL9;xperience;x-FX;bell;9;bell splash
istanbul mehmet;XXFX-FBL7;xperience;x-FX;bell;7;flat bell
istanbul mehmet;XXFX-FBL8;xperience;x-FX;bell;8;flat bell
istanbul mehmet;XXFX-FBL9;xperience;x-FX;bell;9;flat bell
istanbul mehmet;XXFX-ZENG14;xperience;x-FX;effect;14;china sizzle
istanbul mehmet;XXFX-ZENG15;xperience;x-FX;effect;15;china sizzle
istanbul mehmet;XXFX-ZENG16;xperience;x-FX;effect;16;china sizzle
istanbul mehmet;XR-C10;xperience;x-FX;crash;10;x-rubbish
istanbul mehmet;XR-C12;xperience;x-FX;crash;12;x-rubbish
istanbul mehmet;XR-C14;xperience;x-FX;crash;14;x-rubbish
istanbul mehmet;XR-C15;xperience;x-FX;crash;15;x-rubbish
istanbul mehmet;XR-C16;xperience;x-FX;crash;16;x-rubbish
istanbul mehmet;XR-C17;xperience;x-FX;crash;17;x-rubbish
istanbul mehmet;XR-C18;xperience;x-FX;crash;18;x-rubbish
istanbul mehmet;XR-C19;xperience;x-FX;crash;19;x-rubbish
istanbul mehmet;XR-C20;xperience;x-FX;crash;20;x-rubbish
istanbul mehmet;MT-AN-R20;signature;60th Anniversary;Ride;20;
istanbul mehmet;MT-AN-R22;signature;60th Anniversary;Ride;22;
istanbul mehmet;MT-AN-RSZ20;signature;60th Anniversary;Ride;20;with rivets
istanbul mehmet;MT-AN-RSZ22;signature;60th Anniversary;Ride;22;with rivets
istanbul mehmet;MT-AN-VHH13;signature;61st Anniversary;hi hat;13;Vintage
istanbul mehmet;MT-AN-VHH14;signature;61st Anniversary;hi hat;14;Vintage
istanbul mehmet;MT-AN-VHH15;signature;61st Anniversary;hi hat;15;Vintage
istanbul mehmet;MT-AN-VCR19;signature;61st Anniversary;crash;19;
istanbul mehmet;MT-AN-VR20;signature;61st Anniversary;Ride;20;Vintage
istanbul mehmet;MT-AN-VR21;signature;61st Anniversary;Ride;21;Vintage
istanbul mehmet;MT-AN-VR22;signature;61st Anniversary;Ride;22;Vintage
istanbul mehmet;MT-AN-VR24;signature;61st Anniversary;Ride;24;Vintage
istanbul mehmet;MT-AN-VFL22;signature;61st Anniversary;Ride;22;Vintage
istanbul mehmet;MT-AN-VRSZ20;signature;61st Anniversary;Ride;20;Vintage Sizzle
istanbul mehmet;MT-AN-VRSZ21;signature;61st Anniversary;Ride;21;Vintage Sizzle
istanbul mehmet;MT-AN-VRSZ22;signature;61st Anniversary;Ride;22;Vintage Sizzle
istanbul mehmet;MT-AN-VRSZ24;signature;61st Anniversary;Ride;24;Vintage Sizzle
istanbul mehmet;MT-AN-CL20;signature;61st Anniversary;Ride;20;Classic
istanbul mehmet;MT-AN-CL21;signature;61st Anniversary;Ride;21;Classic
istanbul mehmet;MT-AN-CL22;signature;61st Anniversary;Ride;22;Classic
istanbul mehmet;MT-AN-CLSZ20;signature;61st Anniversary;Ride;20;Classic Sizzle
istanbul mehmet;MT-AN-CLSZ21;signature;61st Anniversary;Ride;21;Classic Sizzle
istanbul mehmet;MT-AN-CLSZ22;signature;61st Anniversary;Ride;22;Classic Sizzle
istanbul mehmet;ES-VHH14;signature;Erik Smith;hi hat;14;Versa Hat
istanbul mehmet;ES-VHH15;signature;Erik Smith;hi hat;15;Versa Hat
istanbul mehmet;AB-C16;signature;AB Bermudez;crash;16;
istanbul mehmet;AB-C18;signature;AB Bermudez;crash;18;
istanbul mehmet;SS-XXM-R21;signature;Snowy Shaw;Ride;21;
istanbul mehmet;KF-R22;signature;Kiko Freitas;Ride;22;
istanbul mehmet;ES-RV22;signature;Erik Smith;Ride;22;Versa Ride
istanbul mehmet;ES-SR22;signature;Erik Smith;Ride;22;Swish Ride
istanbul mehmet;CA-SP8;signature;Carmine Appice;splash;8;
istanbul mehmet;CA-HH14;signature;Carmine Appice;hi hat;14;
istanbul mehmet;CA-C18;signature;Carmine Appice;crash;18;
istanbul mehmet;CA-C20;signature;Carmine Appice;crash;20;
istanbul mehmet;CA-R22;signature;Carmine Appice;Ride;22;
istanbul mehmet;CA-CH18;signature;Carmine Appice;China;18;
istanbul mehmet;CA-CH19;signature;Carmine Appice;China;19;
istanbul mehmet;HH-HH12;signature;Horacio El Negro Hernandez;hi hat;12;
istanbul mehmet;HH-HH13;signature;Horacio El Negro Hernandez;hi hat;13;
istanbul mehmet;HH-C15;signature;Horacio El Negro Hernandez;crash;15;
istanbul mehmet;HH-C17;signature;Horacio El Negro Hernandez;crash;17;
istanbul mehmet;HH-C18;signature;Horacio El Negro Hernandez;crash;18;
istanbul mehmet;HH-C19;signature;Horacio El Negro Hernandez;crash;19;
istanbul mehmet;HH-FLR22;signature;Horacio El Negro Hernandez;ride;22;Flat
istanbul mehmet;HH-RL22;signature;Horacio El Negro Hernandez;ride;22;Light
istanbul mehmet;HH-RM22;signature;Horacio El Negro Hernandez;ride;22;Medium
istanbul mehmet;HH-FLR22-SZ;signature;Horacio El Negro Hernandez;ride;22;Flat Sizzle
istanbul mehmet;HH-CH14;signature;Horacio El Negro Hernandez;China;14;
istanbul mehmet;HH-CH16;signature;Horacio El Negro Hernandez;China;16;
istanbul mehmet;HH-SP9;signature;Horacio El Negro Hernandez;splash;9;
istanbul mehmet;FWS-SP11;modern;blackbell;splash;11;Four Way Stax Splash Shiny
istanbul mehmet;FWS-CH15;modern;blackbell;china;15;Four Way Stax China Shiny
istanbul mehmet;;modern;blackbell;crash;17;
istanbul mehmet;;modern;blackbell;crash;18;
istanbul mehmet;;modern;blackbell;crash;19;
istanbul mehmet;;modern;blackbell;crash;20;
istanbul mehmet;;modern;blackbell;ride;23;
istanbul mehmet;;modern;blackbell;china;18;
istanbul mehmet;;modern;blackbell;china;18;china crash
istanbul mehmet;;signature;sahra;Ride;22;
istanbul mehmet;;signature;kirkor kucukyan;Ride;22;
istanbul mehmet;T-BL5;effect;Therapium Bell;bell;5;
